c,田帆,邓卫,李袁开，行不更名坐不改姓,邓志豪,钱乐天,姚佳伟,程曦,周源涛,王森懋,小帅哥,陈壮,杨剑弦,蒋博文,吕梦轩,刘昊,高达,严进,马宏宝,纪昌志,王广澳,齐宇轩,何慧凯,范宽,覃威铭,张博文,毛毛,流星蝴蝶剑,邹颖,陈伟52,潘思宇,毕浩,顾阿飞,汪义超,陈犇,邹精龙,张世伟,瞿鑫,陈思同,廖进宝,常浩铭,RUI,刘团团,黄恒,黄洋,杨帆,陈恺,刘宇,曹文斌,曹文潇,崔艳德,谢嘉庆,江佳俊,98k,胡振宇,任云天,郑万熙,邵哲元,张欢,张宇轩,熊成,李昊熹,罗刚,林灿林,朱家伟,晓斌,陈诒,吴佳明,王宇飞,辛书呈,秦岭,李晨,王晨波,盛玉全,李喆,缪钟毅,李鹏飞,黄钟灵,江正,黄王满,陈伟144,孟津,柯南,张志伟,田源,华筝,王红亚,李泓儒,包玉刚,彭志鹏,肖洪勋,徐壮,周展旭,王志强,褚冲,郭奕村,诸葛,白杨,刘明杰,陈希,李杰,刘金云,刘祥,张云波,光清,王哲,郭斯特,陈锐,毛奏,小陈,刘军想,王光铭,李威,朱韬,杨腾飞,杨玉怀,李沛之,林俊旭,赵翔国,白羊,郑春桥,兰富强,熊伟伟,王旭,袁泉,平平唐,胡斌斌,蔡建德,何冲,张锋,张晨阳,张小锋,郑浩,黄超,徐言哲,王晨逸,黄星,李立伟,反正有时间可以告诉你更多,李航,成明峰,邢剑,满岳杭,桑凯旋,冯亚,端木凡昌,刘思思,王茜,方雄风,康开,王晋,马永真,杨琛,章旺
刘雅琪,743.2154601927389,526.8753436756755,485.0695777290855,560.5967505921623,512.2283923430201,584.0396519596568,721.6453495004307,451.00743621408776,525.0855239617989,795.1212431289692,792.3639463064117,718.0375209886388,599.3986666736985,631.5194127727559,698.6663308277566,657.5962123554984,573.6718657365901,511.18944035179624,610.0337729556613,598.4274685144851,710.7342439413516,684.193941640388,573.8956197301713,626.2974677149144,541.1946023071814,463.642145159986,537.7547461434998,675.5541472713879,587.3011098296262,446.8395969226087,533.4168916259702,623.5255961889604,512.4291678075147,525.2118680644462,513.9823761693839,839.3862220227566,543.7967058300804,521.2628146398677,466.93694675547175,609.833698966931,598.3556198295165,620.9257228618344,730.7768730558496,628.8725735414713,672.3156124205809,618.5940595974378,518.2158853967302,431.2264966169338,642.3804015104374,637.1359703337772,537.3668418660072,608.2464453210661,561.6506360192903,562.5853748554184,528.247081975265,673.1593816637255,667.778711458182,516.2600968822999,543.1191725835583,569.155046968347,506.954775122459,570.6202557618078,560.857117343019,592.2143893387015,457.7132013711659,642.4334504017779,548.6624585603818,556.5408998096467,552.6340613527238,600.120638239327,732.300837305819,436.97964694152864,625.7340293361241,598.8060480753965,481.6710297375002,628.1164510497086,590.2916331400692,573.9204966186335,489.5176956704064,563.9689341918249,527.0866951286866,490.1687557360659,423.86213191414373,677.8502757899466,586.2886710703646,570.9298253479865,591.4332621343779,530.0814946962553,580.8884241304783,617.8181721401478,522.5457412951415,592.142871290807,591.4511625317472,654.2960861090222,801.6397513380582,567.5545090716826,547.8832752841539,531.3354956953043,757.947601661614,729.9114498190113,736.415674681132,644.1649329377649,556.8068855501737,575.5851894001719,595.0079603865652,595.236949527126,554.4065665964121,484.0096204320747,529.9190503339762,659.1261701068006,590.074203055672,420.2939177579326,786.104639559336,579.9463684600346,645.9059166603251,442.59837016379674,558.4643334508947,593.7528509964282,599.9900672890689,577.3409584282825,481.7484507849192,667.4530286703751,627.1566182636094,594.6588531700711,636.6849123700597,649.9104613987338,656.9493410428893,528.3538094598154,428.18600902318985,433.9277453795663,552.3013087804173,515.5279281980809,725.445981418732,610.2239180291198,678.2074449588154,578.8417076310957,614.3642876564572,543.5906051008525,535.246639013235,715.1556596839431,541.8406622215482,474.826296937836,468.0234141234117,640.9264530015375,504.02598630497585,474.1773008083281,692.7287387496337,551.4511117592754,580.0949020958324,572.8352977429493,579.8839029341406,571.9258757615933,721.9095467872537
王小雪,648.3853962173714,645.3799021751419,659.0949185299237,665.8424419785197,521.1375607802602,548.867542951795,532.2461799239602,747.641407363017,610.8548018980873,551.3487248327369,630.7281163436055,697.2029730230496,540.1824370874671,501.64925709779493,615.1012499832146,719.8670724498586,658.1304572144327,678.9862230380645,758.5789949525592,651.4910891898371,494.30420407835214,697.1307355549019,582.0218287229142,561.6385090159038,638.4085080198349,657.0000977670787,694.5304327120386,674.7870343105134,763.6984905797719,606.0991570933326,585.9731486080963,661.6814755169842,660.7457203850286,725.5722201933185,643.0829389950189,571.4326189773051,744.8824747435395,736.7823552018272,699.6236875222999,470.91630373828366,616.0936702479123,676.7601286601694,510.7758536820501,619.7420925026709,554.2435186297455,791.3851332870354,734.0229289412841,619.7070526121281,576.6636008311948,726.1187635100817,565.2869335037959,714.9531445846482,441.98591273117137,691.6089401241522,768.7293106276504,623.0882733936888,544.3125628641236,661.8631813960759,662.7244293726476,714.743045845981,747.9755566048527,825.7527004300277,554.181215462412,656.1962221835917,744.5337857273635,685.9742374710609,710.6244525873196,561.2190656170671,621.3276711528462,607.2420746498042,576.3577307129526,570.1682768901478,823.9920047590932,744.7969833335629,722.2397684136397,798.5159685795156,727.6071214737258,641.2470098879826,773.811685931488,629.5946291172269,596.1315606224872,791.8717430518483,514.5177272218696,612.9969266444117,689.0293446379851,700.299327812178,697.414735470265,736.0941320756501,663.2567098092417,509.3255258252476,747.5337542656812,647.9602795982926,749.0920292537289,747.3480015652196,581.0522129614926,769.0621342019401,677.8016965898237,628.3651480719503,529.756284063782,698.9062294870891,674.3582077144164,763.997576696127,769.1889421165281,630.1058965877648,751.5130180023241,749.1846778286201,551.0546307685438,687.3855060106096,654.2442399003912,452.69354824397936,805.7540600916755,640.4367860269788,519.465723460398,711.2864209495553,674.6401016117111,421.02654706166084,572.6167557191643,650.0279827958645,638.3250304478236,546.8643130515817,746.2257722824613,643.4605469847241,740.2226120513362,734.6600375542278,585.3970831886886,661.6185894521353,705.6531350208437,491.94568711826,474.89534117279374,674.3235211112278,718.4259223220879,702.4918473586465,621.5231346485189,698.4085819647842,709.8295457176794,441.0527387855311,536.4273594047118,597.4897300434704,463.2519622332338,684.7459669030249,733.8796146058596,641.84626122793,689.5574498004739,550.3342801117868,703.7510664681907,391.0868763146851,563.9376098604428,683.4424489462162,758.993886828147,515.8679785709464,755.7626007985109,734.139599704982,523.8581080372218
王萌,437.9365459080246,363.9148004668583,453.706563672103,299.723758502353,357.2291541517204,382.3946464219226,393.5494102700954,413.9629940169823,326.86761472261844,385.8903499558544,396.809355435042,382.7613044713223,365.5625804620348,462.81583479451797,405.50911714735867,339.8378919223789,401.7354793003024,378.0642790403465,470.29375655263516,407.1707533311027,343.9065392693528,418.90507925794964,324.6973958959703,314.73383867132367,379.90496867992164,368.07283997357456,346.20254184793794,402.1648251197624,305.657459168408,192.52089381318052,464.68731836295854,253.41729599195355,392.16989613675,351.9141115615966,371.73129832937235,350.02711187679597,394.44362190865365,420.2248564599737,425.80185661229496,298.60396783300826,427.2356916221728,377.05872494048367,419.08742364255204,401.8838393429023,312.60695073521816,457.3354789895301,365.8388461520043,296.77785461926874,386.66199460596977,446.5560744888568,284.89106587002425,387.0948483629387,292.5613272020833,428.43834438753726,391.77055887232666,491.8861564979454,295.4712079435506,365.8600633711213,464.75921277404376,395.83949318162735,358.29609564630067,430.9554474568222,434.2204451632422,352.4295196568978,380.82345337169596,395.5323070759429,486.702723220351,368.38971545274444,430.01354696296903,323.9930142918526,328.1452126640552,429.66936163286834,348.8220157579472,517.9602036913062,435.7619744707823,432.1623409989737,375.62459167174234,407.6562576574527,354.594432408976,403.7873445906399,395.2588362728985,344.0321404139811,648.0414753237472,333.4641364508353,525.2925065061418,348.3109566745713,311.84076868420783,322.4384112781928,465.7132433787166,259.4055408847116,308.62630236322434,425.66621761030666,432.4522126734222,522.8301170538308,305.8497564027706,480.2629002457031,337.0894416214738,497.4206329268222,368.66710106068484,334.9198581311491,292.47710814608774,411.15138978406276,398.3104622963457,421.6842338629335,391.20073491474676,432.97286458600934,367.4157133552951,371.51389506912335,463.8896646970226,232.4120422325074,343.6360637747715,621.8928583812876,437.6724085643159,447.3759747817329,322.7403944198331,287.5825466121521,213.1361141011926,396.52313189897967,307.3889802224652,362.28380107603533,423.84442615078297,431.0480766733551,455.91929956716814,368.40663920778053,383.32446984595515,385.6779579504013,379.89391107633185,461.07227333683153,319.94123546630004,384.1960372876821,269.9528185158908,536.9867008263808,366.9524930812418,346.09152015272406,313.8256654569947,521.4703904654343,313.44176650856787,343.2417630459308,300.5504260253949,359.18943232504927,410.6596658987544,390.5445146819666,338.0791842391815,410.4468156440722,375.5767591598788,360.08252119530727,357.11154316509595,275.9616559315712,436.68285793977077,505.92947426922035,444.8715397869754,430.7264202994719,314.376362771163
吴玲敏,662.9009009011755,763.7859478857823,704.6473380218857,664.0566630244507,479.02993343064077,616.3063168573342,507.09643800725354,631.3725808690428,669.7705783788801,569.8942478474676,542.4098885660977,726.8507222099317,599.6761633138526,505.1091295378565,611.491997982334,672.8402608411939,665.3844661488845,681.3453221551167,732.397248719524,545.6847616222819,621.7982990899678,672.64296756307,704.1724360608786,563.2942358653818,751.0632010779724,664.00352082769,668.2585157668261,675.1929707889071,767.1314809559325,663.319034815628,677.4745721443837,674.6651840820402,603.516490216113,708.7486704283248,601.996545091097,570.3962245916802,759.5831287614327,724.2412078249195,650.1616916322289,454.68665687467717,585.7215258508743,609.9042045491848,614.2942274689002,655.9007010796254,663.5556938085357,809.5163850742476,666.0061915803005,778.7181481796349,570.3438886502767,648.3887727158599,566.8324968173778,672.052853816326,433.10797214399065,691.705068955006,733.2489705534017,677.3608531142111,551.8433417111232,750.711833347756,687.0361614704052,644.5374692582693,672.6782463923448,767.3063909468262,590.8616622364236,593.7901565818265,748.2660008787046,763.7154776273006,741.5943678208233,601.7976133993926,658.6451010522245,625.5339845536369,648.0056727892472,601.430125837007,819.8310361102274,615.5183572299866,769.9535332565024,821.0047845649977,821.1856916165655,682.1831262731752,857.651607984786,681.4754558408988,639.8097204571839,732.717971237832,527.1463749552021,596.6225718752328,626.2259879875513,643.3517850867601,709.2076855594389,788.5495531027707,721.2809275835898,660.0375715550979,712.9243505871316,609.3806183638774,750.223259099932,704.5935681558661,591.9689647344799,660.172577016638,790.5116600201565,611.7567258283112,559.1787938442923,643.4173557109801,630.0627149341326,742.1496276651892,811.7328598102836,703.1612310357651,727.4125898850771,702.3432808190798,577.2559218201231,669.4815927873112,603.8508869647989,465.53992052600034,684.5887977438014,617.3560811092188,522.021167615294,655.4434478451349,623.1337614119135,450.7976445645673,600.2307763999718,580.6794531351507,642.3779269773626,614.6078946199439,678.6625128170314,603.4085354118131,727.9834729490819,649.7955418975291,535.7785238628377,725.2894881759094,696.2605442663084,680.4550163526807,612.3060186273744,679.4955647001232,753.9453795743776,636.6912118712409,590.4913605651191,784.8453672726166,614.0759752255543,426.24351473488707,577.2545174040106,617.7756557309091,388.9164312325261,645.9255188151458,615.6166343369011,498.2478952248089,800.1065191951186,539.717654058984,666.7221411305111,382.12443489020256,608.2264665871082,595.0534024221145,808.838631296611,520.4618475929659,791.9004847432637,725.1002923327089,550.3854401303291
覃钰捷,583.9902553933939,561.0125448940863,595.6172863155555,592.415572944783,362.99141331603323,509.9821515247322,543.0252969505528,616.9695247324089,551.3711444757323,503.7420748055422,521.8812416245967,648.8992045469345,581.6878520297731,633.9460280539481,576.6838095818034,560.098263692256,503.080469073633,582.8082601788321,574.2244572244643,517.25787298242,498.7568820175602,520.3916711872994,596.605693798283,472.58068493233833,619.2800618992169,515.087151053057,537.5875957957284,675.2917494554886,646.9477910414154,527.0800407433287,650.1389276783755,638.587387648626,577.4140422949222,706.1013126755763,545.5528638902686,597.7165975714447,551.0293663862719,651.1415480814736,476.8756661387298,415.1747824643965,602.4837891110478,602.9097168140756,580.6240060939886,426.1450337049981,600.846017057037,612.1799398755146,693.8403650324003,458.6993149515556,555.2747901053032,533.866798455497,510.9721228667061,692.9728594436688,359.877902816098,603.5437393254567,643.8866471670048,599.5656090218007,575.7343697030085,713.6469050999552,730.8879429559543,487.6904793847983,562.2915256194453,621.8854541621824,528.2739260923113,669.3263185396712,704.8669045890432,644.2915970753807,647.2522097382257,562.8735102616621,698.9193740635606,627.3819811589917,524.659993020835,658.5550405697796,654.954263889794,502.6134521630985,667.5455458283857,609.1148818848371,679.7147457594056,520.3035351415834,646.969472077343,580.9814406762774,504.1944005139996,515.1913720648049,668.5434278358202,528.4272621590358,498.06844747884514,460.48424591409895,586.0603121424164,577.5956604579088,544.8265803036605,481.59926979149526,571.5866133040593,652.3666503285704,518.2205920234728,464.1565454695741,561.089167313258,604.2685077566185,609.8067092730201,477.07625644607276,558.2003519257399,495.7978146818673,491.8291439604441,692.8962697397056,668.3201998287229,522.8597365729722,656.5176364326841,599.8111186727166,442.16017649076764,586.2072087676934,534.1413950817227,552.8792864545092,705.2922806684167,588.8889035744712,627.6704169373877,592.082161911907,637.3239799904189,587.4021685980987,567.1589949161959,568.1512451040383,613.6121554967133,534.0313803546794,689.3240715240681,477.21982919875217,585.109858787114,609.1489011612449,544.5116838063661,526.7622473085019,674.106189372876,442.12112193649045,497.3108458037764,705.8618172560502,440.98556571483766,619.3881176346661,699.2889706762076,669.1501394679975,562.703556692116,539.8622465506953,523.2737187620282,618.6571710321084,456.6918590828102,630.8690506421985,476.06308633346384,533.6457653605443,738.2487836424336,549.1696950258774,629.5552267089129,472.1191076862383,589.7383464763963,617.6368465617952,562.0131718643922,515.1248820246796,515.461978555435,654.7322663943633,554.7779715804324
王筱瑾,625.4391727773925,619.3585845072612,716.3602591970903,489.01811156477106,449.06090673138533,490.49538662313284,524.6822558230467,580.8937272131324,563.0872911407641,437.210571713427,409.10410965700845,612.9590829932605,588.54041875185,476.265334555505,540.5950698994393,612.9457321296143,560.6808698111458,629.837698019066,569.2102052346445,523.3177631110716,527.6333030050178,530.9156673200921,611.4021302508402,607.550571951459,639.6848349235888,415.12979098773275,477.6979826063662,552.2435725811331,591.8827176071595,473.20951655498493,693.6746713600678,464.43163579923873,485.3705129292375,503.94524757227464,595.0197630558914,439.4119873251966,627.1806776143974,609.5192095223916,490.40327356033697,432.31701623425124,406.08480887027457,546.6764902496075,476.7956181804421,618.3011633652493,521.0631853017971,710.2275216767471,715.597598652736,469.64122114991596,547.0700711744223,526.462567524736,327.8100900653029,545.1117314645803,431.85466052657006,609.5776613527014,577.3212699618676,591.8952120082538,495.78181817422245,555.1544164335394,716.6756207765491,518.1788376139793,591.0959625959384,599.8426996330148,582.9978511027181,394.0842556630858,488.69083830776367,601.8140477053495,685.0414478770919,558.3783846880863,623.1756912975314,560.2180570218197,481.38449267281004,612.6845224585095,503.6853242393498,615.0849261802655,544.2739585552498,558.7747180976824,642.9041095782804,649.761250319163,578.8301387544178,647.4894448527631,476.384639891824,557.0976137057768,531.1505672611862,455.2172173943991,534.6784043639442,634.1238414840254,496.37100692690393,593.0379731720316,695.183168841776,519.1633512146417,598.7232081030493,559.1705816826817,513.6614309198624,535.2068963294439,440.47035460000257,548.7850426914772,526.8314650963927,526.363299278653,528.0384315633864,534.971715574281,462.75381875129796,608.4321271622509,578.217069588677,591.6542673357346,616.8263460156599,654.8397636557127,523.0957502571068,613.1069567204613,497.8217999658335,310.65482007165383,573.0800892065507,682.9915196730813,571.8515233396256,478.85983714989777,614.4557609737835,293.9808660684035,476.80602857046836,431.8770730588734,462.03978552266454,520.5072332574746,711.7464490586364,557.8363417029152,538.7595391732012,589.8601894697491,467.3544192567306,595.2826556604131,535.732571603833,547.6587601513904,455.6681991205184,595.1053744568494,545.997843524271,766.5279038543774,514.0856485962574,637.5810298556452,463.48232925246947,582.1991841352392,469.37020296717327,550.7270516840302,498.8734583072754,592.2324446225272,534.016300080787,412.34685600407215,566.9582768135101,499.7012880136813,571.0128407463892,435.8896033188951,601.6438448148949,463.9652085037568,536.1935787157188,616.9032119965883,584.0735070466044,607.0823406213015,531.401256042062
杨可馨,717.4147347929595,607.9688409068663,406.30679471555493,615.5706742787938,646.358699644755,712.615898331131,796.7996181980519,514.0724120535934,654.0163645541876,704.4229437554309,770.5597429648071,721.3038689683831,628.9105048033566,485.5346002481409,744.7858322349889,615.2894297487171,672.6118068513497,548.5050374980386,625.632808118291,560.0945015271529,693.6262152946247,640.5303488437378,694.5849962963018,693.5755199517256,507.14710695686915,494.67179946366014,512.4773395588818,686.0971053971634,622.1951318984013,536.306093142886,490.3060185697699,602.8319205279754,548.0985228213848,495.0227862037941,580.5256506234828,707.1855430795829,676.4696569910136,590.6375768168056,585.0881395314245,655.7797615115463,603.7163961296542,678.4210739450148,681.0691782588921,616.5252072080314,735.8006918652295,628.3597096971803,584.4467443410509,484.56902781891324,738.0415431253238,604.1469724933022,607.3083265705009,555.0968951512242,527.0323319051521,588.7840400529782,526.6411548620125,658.2171487978087,721.1388675500084,537.5761380387598,606.4044093786496,587.1656061328212,578.29786383781,579.3470580827236,625.2364927077913,595.6630127585123,410.31287482208614,603.1043664312673,532.3621345601152,734.0306634382348,553.5586117076276,566.1893993997128,678.8751598275492,513.488539354676,544.7447070821775,551.3079901669745,493.47406517838334,660.7117760148886,562.0165388030371,563.688282081718,577.1667909869232,658.8574671314518,474.80756817117475,480.00992736868636,405.89627301683004,667.1510046868,567.2217438347998,668.9714518273015,567.3115663455912,534.3288839523217,596.2655806170534,576.8130124224248,592.7064826099088,605.0563340824448,733.6571230008619,656.0878123020724,789.7784241435888,579.1523417963193,498.6526841692073,537.4855895859853,732.711462474838,761.3778507769348,659.0079474412776,696.2360645228014,678.6673460232889,649.2424491647699,565.753206810479,623.1928478095576,595.7996589534935,574.5165983668646,569.3940369096852,614.4422413025059,585.558105540937,401.401741901852,792.3320152745844,586.8981590413231,762.4248628866462,449.8413714384866,562.2486359604457,654.2802952029359,590.8244821586912,630.0292243733753,513.9663995767858,731.8597296282773,624.813190661634,490.0260870210433,721.6270841353258,589.4027813601485,623.8275689173819,498.4773634447518,475.23582290604253,525.7983697206942,553.3600920752438,653.279143122332,735.8585146516198,652.1450272557115,554.5682059490545,625.8264828376193,691.0093696873716,556.8302569816956,552.0948786893605,624.3815636700401,579.2257416864852,518.9250070688933,485.60518427292095,648.3931109254943,538.4692348893028,651.0422766065356,642.2201913007608,585.1844161196288,630.6082308488993,511.7299065638232,597.0019705128132,543.6587770036906,674.2201538788855
严雯雯,542.5100637193159,603.2380358117539,816.8400768714314,521.8014025843468,432.51596703217535,475.0200024232503,458.00305104756006,603.1105258415909,577.5739498302953,462.4783089913757,548.7456566656256,632.5149636875658,549.2235126772662,536.3846361266278,465.1057533510781,543.3480149046454,645.2317376119581,672.7029293845088,693.0974015077499,532.3443759192342,535.5540636560011,533.8095937747876,703.1654844147432,442.0812517470943,744.8040912438951,579.6365885689283,541.6350235154283,697.3156694268982,611.4609620552148,538.9985328356142,712.921045905641,570.5534269755162,599.0404699858072,640.7996298174477,607.8190089035467,565.4487262623342,614.3415722245621,664.8840937649782,542.0914784957972,393.1572345354409,598.0962852270247,660.0608719336637,544.8261847864287,612.0204421174154,542.9906491653924,844.4796138008319,776.8036981437282,617.9959289988324,434.6974499045835,565.9487805334144,515.3059685086373,604.5436130960521,330.9981131176477,665.8887711773503,746.9521115681811,603.927270820554,484.02155759566483,636.106636570925,614.4939772188004,521.1425505615691,741.6094190313072,765.6854742843714,548.2706277413125,511.93156090769395,688.9777344505579,693.8422835448052,694.645735622862,513.1471127781616,536.9421680722947,661.6161822536551,454.1127884747075,530.4221872163736,716.695313160199,641.2411901232209,661.3343677329059,646.0558331262434,588.9794391368347,690.6748969310116,700.2273423924632,732.2043064519353,661.2310394719025,581.0575288440206,623.8345384535714,493.6170383922212,685.9688607498185,618.9797056948685,530.7773553502183,574.6327262301116,626.276205334911,568.46636502363,550.8743737862376,653.7304042281221,593.5041228833388,740.2205750072083,430.51333996728664,620.3210092513482,607.0885913402772,556.4038300648033,501.11171198193284,508.1618582061974,494.9506616913889,657.4393437985971,624.5544186903439,631.3224191912226,788.7885685538042,666.9300066997616,516.3119894372418,547.6210471645084,608.8028440444941,405.90734753897186,805.7615436616438,714.0378825568804,535.5965512456071,627.5252078832748,581.045303464106,354.2408281238039,440.07192991539495,632.5183236052992,558.4061834303477,667.638031953875,792.538057457682,542.1761824778393,670.7116582086909,620.5230318496692,437.1006692947968,458.2485398202522,602.717974608105,629.4920582030836,434.74983985181916,637.5537578113776,573.3221667508017,710.4648327428123,592.9943524793239,624.1915673307994,577.3348705505058,540.6531171112163,449.28246820296727,645.9710579776718,390.06188899873996,640.7984180199572,618.6872388035702,512.999608878755,709.3168432649745,440.5535450433607,709.5958722284481,530.3679609471374,663.7291902916613,545.9893470877413,660.494297652552,701.8762697272335,621.9920281431048,729.0890425873187,543.1476401805406
张某月,514.7895696753542,758.5730010344823,613.5034632007057,587.1270538490925,606.4979690658942,593.6285210620249,594.0516468500182,593.0298627998351,579.0104731042078,498.08331238047344,585.2105100517758,720.2933906038056,478.82216203258224,373.8963608692752,571.2585889572515,644.9480597504905,735.496320210242,535.4431893135644,718.6271503102947,477.38835640197124,494.9597825605049,702.7659705273729,529.7921772489683,681.9827274145059,569.0931815589333,641.9904874197034,754.4459882772559,684.4838575041914,765.2070593183137,621.7603017930144,515.4878884061484,682.3400955438351,618.8864606773996,612.2453645183203,591.2102537528928,528.239693789838,736.0373350038158,556.8318637098446,671.0404156764023,586.7513883764898,505.99638286344,583.3494837762187,619.7294006587845,758.906071003397,548.9194460217434,601.2278216880818,586.7327341762663,606.1684225633539,603.7278438622267,742.8508735565114,454.8160261804759,631.9156781008877,411.79431770161136,673.1680097437932,667.6526734487807,590.4918100026424,514.240188989834,664.7351504361934,562.5611920167187,700.1651094375254,640.649606952866,787.8120029876029,541.088238815289,504.7858109543439,517.0936062597788,649.1834143881061,589.9035363366565,560.9410929962371,696.0959660628049,528.7381845512175,538.2784564158303,547.9431864141925,679.3713134726629,697.6216196843482,597.4701736072896,701.8708517038193,702.7969708170856,621.327192642635,688.7765726292268,661.8716552735253,556.5573291627783,760.8820600155913,404.5894139104986,644.423018753663,652.4533727339715,637.6335132411398,663.2763649074288,698.4136811941275,632.8884460904042,613.4705820592516,662.09780238104,523.0277453120025,754.1738532523667,775.4808438160737,538.9997911867214,639.2523956832347,648.6317890143137,732.9032072269899,550.3544455639646,648.800951935557,648.88876113149,692.8264377172554,623.2027778935595,578.9512175230054,732.6347095845748,747.0393375454726,637.4612064163399,691.8517339624719,603.2106526660102,388.41599844227204,725.5006015755916,518.8266722387337,487.5534739288178,591.31597762091,696.1434952308609,391.5849440789088,524.419376367923,613.5824088251801,506.1567620748067,617.9303090438159,564.002261682318,703.5504309644479,635.0650077126307,766.054860748226,472.2389239722835,627.0488428273036,629.8913130007923,603.7059580933176,530.8388353006856,585.9183018855495,740.7780901482558,694.8913734901116,646.4094924637957,597.9472894156486,497.61030108812196,500.20986274111203,632.1387702950824,527.9436476720374,403.58183443765836,468.3229746398222,613.2900430322292,447.3253372488035,571.0269098011869,604.3052319788601,627.3586741648455,334.70086130125503,505.592389615818,601.8122763769419,837.7993382148685,477.16363711638314,801.1202409549003,668.961113420961,531.8850168257654
张欣,554.2625570159037,572.600192105194,697.017427579899,508.54588688822514,351.05817701333535,396.89643130123466,416.35027023512333,707.839978284396,610.6277386088058,459.99991756502567,540.1117428813552,570.8270342275507,458.83423022936756,558.3165806443325,427.47998719554244,449.0697342006579,606.7096048491087,693.8415333958579,722.0274805582244,629.3917424444461,459.1215467784809,503.55106746392744,591.4464374097226,353.90845547421395,702.3747822031406,799.8252291210985,558.846649045782,685.0459361943742,541.4765508446465,522.113881300632,713.712731374838,538.2479021975889,642.9054367228866,667.4249121169671,655.6985044726616,548.6769259022255,543.871093128539,652.407347364404,398.34309558587324,386.2905715249511,644.274024566569,590.4464426869265,457.5579087733141,529.9873650761263,515.024894382643,679.7364677448714,690.2913351744772,748.0290069258067,432.0486635046983,500.5099648404212,632.0083580766799,594.5809777289905,329.30625875116783,574.2558337498316,769.1990674294466,504.1420823931751,413.0578589741597,699.4241536489927,636.2165262264273,445.1828065248267,668.1425734699071,757.6045689277717,464.8774134908669,542.2773215732065,700.2829546064218,640.210794393265,620.5848325100903,345.11832931993376,538.9405940530243,640.7652739684981,390.4998603133006,553.3052279535069,603.6703403213209,777.2859047733347,686.0556200890151,530.6055498928594,609.1777015433465,628.566464035644,702.9138682356581,620.0568731385614,669.1699906824729,594.497106261751,659.2963865859582,490.36444814569916,673.6196478127297,497.20700187971147,560.5863244550777,611.4327086320122,553.1525217961863,617.1349769106964,554.8384261412518,561.4816720708595,523.9649325524822,728.0882697061782,476.93365709038187,785.8672704424876,666.4413174354025,594.9847779630746,449.05560658951435,384.7953736737211,535.7526597300383,540.012924501749,697.6219743917183,528.0878124954404,835.067619892653,657.8742813217707,419.5955741026245,472.6431600812371,747.2564931864415,436.5975817406663,766.1425405985212,776.117225503002,598.9766147005926,532.8490599179116,451.856896618695,370.2774364425742,361.75289643973576,599.7742144129033,566.530616120854,631.3295922495765,663.9808466439315,407.1507090020613,665.0914007280757,527.848477864722,425.59604062760354,498.6154734437741,465.3677387927303,668.0129532826666,437.2961879728442,544.2578235348394,595.9820249175601,638.0430900780768,604.0493444786249,562.2848857405968,591.8189072990995,560.2677212434057,395.79347000381756,686.304368300599,324.73396286079344,602.8043367989543,558.6899078823795,585.2207446506465,695.191189984132,356.0273175738755,700.4581608280866,383.84505934615595,509.8538532119609,480.992602142986,545.2154024779543,688.4823269766932,698.1278389305281,699.6843690845866,562.4648389771007
